host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
7499,Jacques,2011/12/23,"New York, NY","Hello! 

I have lived in New York City all my life, and have lived at my current place for two years.. I am a student in Environmental Science and play music in two bands around Brooklyn, one for children (for example birthday parties for 5 year olds) and one rock and roll band, but I don't drink or smoke (don't mind other people who do)... I read alot of books and listen to alot of radio shows about science and international news- I ride my bike everywhere. If you stay at my house I will try and find you a bike!

I've travelled a little bit, to Europe (Sweden, Slovenia, Spain, France, Holland, Belgium, Germany), and to Mexico (D.F. mostly) and Israel but haven't left ny in the past few years. 
In the summer I try to go to the beach as much as possible. In the winter I visit friend's houses and drink tea. One day I would like to visit Africa, South America, the Artic and Papua New Guinea, (if I can ever save the money for the airline ticket :)  )
I can't live without books, friends, going for a walk once a day, trying to learn other languages (speak spanish, working on french, have taken classes in Greek, Japanese, Hebrew and Portuguese), and my family (they live in San Francisco)..

Our house is medium sized, but it has plenty of space for privacy, if you need your space after a long trip-  or for hanging out- we have a projector sometimes watch movies or listen to records in the living room- As far as hosting goes, I love New York and have many friends involved in all sides of it, from the arts/ music scenes to restaurants to activism- I know most neighborhoods in the city pretty well and am always happy to give people advice on where to go and what to do so they don't just see the stuff everyone sees. 

鍡ㄥ柦锛屾垜鍙獼acques锛?鎴戜笉浼氳涓枃锛岃繖涓粙缁嶆槸鎴戠殑涓€涓埧瀹㈠府鎴戠炕璇戠殑)

鎴戜綇鍦ㄥ竷椴佸厠鏋?Brooklyn)涓€涓畨鍏ㄧ殑琛楀尯銆傛垜鏈変袱涓埧闂达紝涓€澶т竴灏忋€傛垜鐨勫叕瀵撻檮杩戞湁涓€浜涢厭鍚у拰椁愬巺锛岀濞佸粔鏂牎(Williamsburg)鍜屽姵寰蜂唬灏斿牎(Fort Green)姣旇緝杩戙€傚幓鏇煎搱椤夸笅鍩庡尯(Lower Manhattan)鐨勮瘽鍗婂皬鏃跺氨鍒颁簡銆?

鎴戞槸涓帺闊充箰鐨勫湡鐢熷湡闀跨殑绾界害瀹€傛垜鏈変釜25宀佺殑寮€鏈嶉グ搴楃殑瀹ゅ弸Cat銆傛垜浠敮鎸佸鍏冩€у彇鍚戜汉鏉冨苟涓篖GBT鍙嬪ソ銆傛埧瀛愰噷寰堝畨闈欙紝鍋跺皵鏈夋椂鍊欐垜鏈嬪弸浠細杩囨潵涓€璧风湅鐢靛奖鍚煶涔愩€?

鍏瘬閲屾湁鏃犵嚎缃戯紝鍘ㄦ埧锛屾荡瀹わ紝娴村肪锛屾埧闂撮噷鏈変釜澶у簥鍜屾崲娲楃殑搴婂崟琚銆傝秴甯傚拰娲楄。搴楅兘涓庡叕瀵撳彧闅旂潃涓€鏉¤銆備綘浼氭湁浣犺嚜宸辩殑閽ュ寵銆傛埧闂撮€傚悎涓や汉浣忎絾鏄湁涓€娆℃嫑寰呮埧瀹㈠洓涓汉涔熸尋涓嬫潵浜嗐€?

瑙勫垯

鍞竴涓€鏉¤鍒欏氨鏄姝㈡娊鐑燂紝鍡戣嵂锛屽疇鐗╁拰鏉ヨ繃澶滅殑鎴垮澶栫殑浜恒€傚姟蹇呬笉瑕佹妸鍚冪殑鏀惧湪鍘ㄦ埧鐨勬瀛愪笂銆傚嚭闂ㄧ殑鏃跺€欎竴瀹氳鐢ㄩ挜鍖欓攣闂?闂ㄤ笉鑳借嚜鍔ㄩ攣)銆傞€€鎴跨殑鏃跺€欏湪闂ㄥ鎶婇挜鍖欎粠澶ч棬涓棿鐨勫皬鍑夸涪杩涢棬閲岄潰灏卞ソ浜嗐€?,within a day,100%,9%,f,https://a0.muscache.com/im/users/1530310/profile_pic/1324663668/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1530310/profile_pic/1324663668/original.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,4.0,4.0,['email'"," 'phone']""",0.84 ,0.96 ,f,Midtown,-73.95418,5,Private room,t,f
7500,Luis,2022/8/2,,,within a day,0.67 ,0.33 ,f,West Bronx,1,1,['phone'],f,f
7501,David,2019/10/17,"New Haven, CT","I am a US Army Iraq War veteran, with tour of duty in Mosul, Iraq as a member of the US Army Medical Battalion attached to the US Army 3rd Armored Cavalry Regiment. I am a Registered Nurse with a Nurse Practitioner degree and doctorate in nursing. I am also a Medical Doctor. I brought ""GENUINE & PASSIONATE CARE to the HOSPITAL INDUSTRY."" Now, I left the hospital to bring ""GENUINE & PASSIONATE CARE to the HOSPITALITY INDUSTRY"" especially to Airbnb. I am happily married to a Registered Nurse, Mary Sue, progressing on her DNP degree. I have 2 sons, Ben and Joatham, a foster son Mark, a foster daughter, Z and 9 frozen embryos for future surrogacy implantation. My son Ben has a lovely girlfriend, Joanna.  I am a very proud AirBnB host. But I am a very strict Airbnb host.",within an hour,1.00 ,1.00 ,t,The Hill,51,51,"['email', 'phone', 'work_email']",t,t
7502,Catmom,2010/10/31,"New York, NY","I am an ""adopted"" new-yorker, who moved to the big apple over 10 years ago. 
I still travel a lot, whenever I can, so from time to time I do rent my little room OR my entire place (!!!) if you are lucky, in a huge, and super-centrally located (time square, anyone??) apt.",within a day,1.00 ,0.33 ,f,,1,3,"['email', 'phone']",t,t
7503,Chelsea Pines Inn,2019/4/11,,,,0.11 ,0.20 ,f,Midtown,4,4,['phone'],t,f
7504,Bagai DjiPad,2019/1/29,"New York, NY",,within an hour,1.00 ,0.89 ,f,Canarsie,3,3,"['email', 'phone']",t,t
7505,Andrew And Mara,2016/7/11,"New York, NY","A sports-enthusiast, wine-connoisseur, and grateful dad to two awesome boys. I enjoy hosting visitors as much I enjoy traveling and staying with locals. This city is unlike any other, and I'd love to show you why!",within an hour,0.90 ,1.00 ,f,,1,1,"['email', 'phone']",t,f
7506,Orfelina,2019/6/9,"New York, NY","I'm a New York City  Teacher who love meeting new people.  My husband and I decided to open one of our residential property to host students, traveling nurses and young professional who come to New York on temporarily assignment. 
So far we had have the greatest experience.  We had met so many students.
I consider myself as a respectful and professional woman.  I enjoy reading, walking, biking and movies. My passion is to teach the little ones, yes, the little one!!!, I really found happiness in doing that.  
I respectfully invite you to check out my listing when visiting New York.

Thank you for visiting our listings

Orfelina Jorge",within an hour,1.00 ,0.97 ,t,Claremont,32,34,"['email', 'phone']",t,t
7507,Michael,2014/10/22,"New York, NY",,,0.52 ,0.02 ,f,Lower East Side,1,2,"['email', 'phone']",t,f
7508,Richard,2022/2/11,,,within a day,1.00 ,1.00 ,f,Flatbush,1,1,"['email', 'phone', 'work_email']",t,t
7509,Lucy,2021/6/24,"New York, NY","I grew up in this house and in this wonderful oasis known as Windsor Terrace, Brooklyn.  An endlessly charming neighborhood.  I am grateful to have the pleasure of living in my family's traditional Brooklyn limestone apartment while studying, working and enjoying NYC.  It's a joy to share this treasure with Guests.
I'm a classical vocalist...dabble in musical theater...and also try my hand at the visual arts.  I also love to visit my VERY LARGE family in every city and state of the US and & explore everything those cities (and small towns) have to offer.",within a few hours,1.00 ,0.74 ,t,Windsor Terrace,6,6,['phone'],t,f
7510,Tash,2020/6/16,"New York, NY","Just your not-so-average, laid back Caribbean woman living in NYC. I decided to get into the Airbnb industry after I discovered my passion for interior decorating and hosting. It鈥檚 really therapeutic putting rooms together for you guys to truly love. I am able to tap into my creativity, which is always necessary for a truly fulfilling life. The response I get from guests that I meet is enough to keep me going. I am truly looking forward to hosting great people from all over the world. See you soon! ",within an hour,1.00 ,1.00 ,t,Bedford-Stuyvesant,4,4,"['email', 'phone']",t,t
7511,Remsha,2018/3/9,"New York, NY",,,0.23 ,0.84 ,f,Midtown,1,1,"['email', 'phone']",t,t
7512,Ceci,2012/2/13,"New York, NY",Interior designer + Ceramics @larebour,within a day,1.00 ,0.36 ,f,Prospect Heights,1,2,"['email', 'phone']",t,t
7513,Liz,2019/6/14,"New York, United States",at the apartment I usually stay very little. I work a lot but still have time to host. I welcome anyone to come to Jackson Hts which is 100 percent community friendly. We are friendly but please be kind respectful to other in the building great smile and walk. Dont volunteer private information please. If anyone you just tell them your my host.,within an hour,0.80 ,1.00 ,f,,1,4,"['email', 'phone']",t,f
7514,Nicole,2014/7/14,"Berlin, Germany",,,0.94 ,0.76 ,f,Upper East Side,1,1,"['email', 'phone']",t,f
7515,Nyoh,2010/12/28,"New York, NY","I'm just a simple guy and father of two beautiful children. In my opinion the importance of life is found in the enjoyment of each precious moment and in the strength of an individuals character. Bedford-Stuyvesant is a great area to rest and relax, whether short stay or long term. The rich history of the surrounding brownstone homes and the beauty of the tree-lined streets and sky views will take you away from the day to day. This neighborhood has become a place of sanctuary to many families young and old, artists and professionals all living together in harmony. Book your stay today and thank you for reading.",within a day,0.64 ,0.94 ,f,Bedford-Stuyvesant,2,4,"['email', 'phone']",t,f
7516,Maya,2016/5/24,"New York, NY",I work in tech and love living in NYC as well as traveling to new destinations.  I enjoy meeting new people from around the world! Feel free to reach out if you have any questions :),,0.78 ,1.00 ,f,Financial District,3,4,"['email', 'phone']",t,t
7517,Tal,2016/12/17,"New York, United States",,,0.35 ,0.58 ,f,Bushwick,1,3,['phone'],t,f
7518,Mchael,2022/8/14,"New York, NY","Creative soul, Always working on a task. Enjoy traveling and meeting new people. ",within an hour,0.97 ,0.94 ,f,Ocean Hill,2,2,['phone'],t,t
7519,Stat,2015/1/19,"New York, NY","STAT Living was founded to provide housing to medical professionals who need a place to stay, STAT! Providing cozy, chic, and comfortable quarters to dwell for those high stress, fast paced yet fun and fulfilling times on the wards. 

We are easily accessible and respond quickly should any needs arise. ",within a day,1.00 ,0.65 ,t,The Rockaways,69,96,"['email', 'phone']",t,t
7520,Ankit,2012/9/19,"New York, NY",,,0.82 ,0.55 ,f,Midtown,1,1,"['email', 'phone']",t,t
7521,Karishma,2019/8/14,"New York, NY",,,0.30 ,0.00 ,f,Nolita,28,29,"['email', 'phone']",t,f
7522,Darlena,2018/12/12,"New York, United States",,within a day,0.80 ,0.83 ,f,Brownsville,1,1,"['email', 'phone']",t,t
7523,Milica,2017/7/1,,,,0.56 ,0.00 ,f,Long Island City,1,1,['phone'],t,t
7524,Caroline,2014/9/8,"New York, NY","I'm a happy-go-lucky girl who loves making folks feel at home.  I enjoy spreading love and joy and making people's day.  I'm a native Brooklynite who knows the neighborhood and the treasures it is filled with well.  An author/publisher by trade, I also have a passion for independent film-making.  I'm a foodie that loves to bake, I enjoy reading and watching old movies, good music of all genres, and traveling when I can.  My motto is simple:  Live life, laugh, and love!",within a few hours,1.00 ,0.63 ,f,Bedford-Stuyvesant,4,8,"['email', 'phone']",t,t
7525,Rito,2016/12/16,"New York, United States","I am an easygoing, lover of life! Not originally from the tri-state area, but currently enjoying all that NYC has to offer... great food, countless option of the arts, and the amazing diversity of this fabulous city! For fun, I enjoy traveling, dance and the energizing effect of been around and among easygoing and interesting folks. Thanks to Airbnb, looking forward to traveling and exposing myself to the wonders of the world more often!!",,0.92 ,0.38 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,t
7526,Xionghui,2015/11/19,"New York, NY",I am a new immigrant from China. So I am able to speak Chinese and English. I could also speak a little Japanese. ,,0.77 ,0.32 ,f,Forest Hills,1,2,"['email', 'phone']",t,t
7527,FuQuan,2020/3/30,,"I am a inspiring coder from D.C, friendly, positive and family oriented. I create music with my girlfriend and love having fun. I worked really hard at finding and furnishing my place to make it as comfy as possible in an area where everything is happening without being around too many tourists. East village/LES are the hottest spots in the city!!",within an hour,1.00 ,1.00 ,f,,1,2,"['email', 'phone']",t,t
7528,Jeniffer,2015/12/16,"New York, NY",,a few days or more,0.43 ,0.45 ,f,Hell's Kitchen,110,213,"['email', 'phone', 'work_email']",t,t
7529,Francis,2018/2/8,"New York, United States",,,0.38 ,0.97 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,t
7530,Ted,2016/8/7,"New York, NY",,within a day,0.90 ,0.53 ,f,Upper East Side,2,3,"['email', 'phone']",t,f
7531,Emily,2020/1/30,"New York, NY","Hi! We are Emily and Wahiba, a 30-something couple living in Bed-Stuy, Brooklyn. Wahiba travels frequently for work, so you'll most likely be sharing the space with Emily and our pets-- a chill ex-bodega cat named Hudson (that used to belong to Daniel Craig) and a goofy standard goldendoodle named Ruby (who loves everyone). ",within an hour,1.00 ,0.67 ,f,,1,2,"['email', 'phone']",t,f
